Mister Popo   	I have dende by my side	GeoLocation{latitude=0. longitude=0}	RT @Trillasaurus: The stylist who previously worked with BLACKPINK is back at the YG building so that can only mean one thing. comeback sea 	no title exists
Seattle Car Driver	someone that is forced to drive in Seattle	GeoLocation{latitude=0. longitude=0}	RT @CarHelmets:  Guy in a SUV rolled up on me at Ankeny and 13th. said  i m gonna fucking shoot you   and then he did.  https://t.co/f6Rv 	no title exists
Dhanush Mugunthan	fan boy of @dhanushkrajaveryan of @dhanushkraja                     	GeoLocation{latitude=0. longitude=0}	RT @DhanushTrends: Celebrities List for #18YearsofDhanushism will be announced today at 6PM Wait for surprise !!	no title exists
Javier S ez           	Activista marica. antirracista. feminista. anticapitalista. Traductor EN/FR. Autor del ensayo  Teor a queer y psicoan lisis .     http://www.hartza.com	GeoLocation{latitude=0. longitude=0}	RT @unngowgeh: Do you want to have an in Depth Analysis of Discrimination in Access to Housing? You must read this report then -  The human 	no title exists
Mikala  	  Syn s mommy  	GeoLocation{latitude=0. longitude=0}	RT @theeintrovert: nigga was in the club texting bitches how he about to fuck them crazy when he leave. meanwhile I m at home on the MacBoo 	no title exists
SHASHANK SHARMA	                             ..                                                   - patrakaar2017@gmail.com	GeoLocation{latitude=0. longitude=0}	Terrifying visuals at #VizagGasLeak   hope for the safety and rapid recovery of the people living nearby.   #VizaggasLeakage #Vishakapatnam https://t.co/MRqNwR7CA2	no title exists
 	the man who came out straight from manga. the tallest and the visual of the group. SF9's Rowoon.	GeoLocation{latitude=0. longitude=0}	@blxcsoul I CAN NEVER HANDLE HER AT NIGHT TIME BECAUSE I ALWAYS FALL ASLEEP BEFORE SHE DOES so that means you re taking the night shift. https://t.co/UUr7uayPub	no title exists
Tomasz	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @linshangon: Henri Lebasque - On the Cliffs at Agay https://t.co/IGjEAkhUya	no title exists
Pinky   #MaskUp #PeoplePower	Honour hard to find in Politics. #PeoplePower #GilletJaunes #PESCO #CETA OUT #Dive  Slow is smooth. smooth is fast  The only easy day was yesterday	GeoLocation{latitude=0. longitude=0}	@enr56 @PatKennyNT Yep the deputy leader needs to take over @cathmartingreen @EamonRyan is not cutting the mustard at all #OMG	no title exists
Kri	<no bio>	GeoLocation{latitude=0. longitude=0}	@machundi @_zayit_ @AdamSB___ Who has ever forced homosexuality on anyone? It's the other way round. The world forces homosexuals to be straight even when gays are not harming anyone. Look at the millions of abandoned or abused kids around you. Raising kids properly is more important than birthing them.	no title exists
Kilgh	Live Sports Broadcasting. MMA. Primatology. Trolling truly horrible people	GeoLocation{latitude=0. longitude=0}	@AndrewAtkin75 @KeriHenare @AliGammeter @PrebblesRebels Mansplaining to a victim of sexual harassment how she did everything wrong....how arrogant are you? Unless you are actually a female who has been abused at work you don't have a right to comment.  	no title exists
Bovver Gurls	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @IamActiveDog: Love my Otis.  He bring so much joy to who ever  no matter  where we are at ...!!! He is the very best https://t.co/XYDiw 	no title exists
Dr Robin Hadley	Social Gerontologist. Interested in male childlessness & ageing. RT's mostly for interest & not necessarily my opinion. https://orcid.org/0000-0003-4254-7648	GeoLocation{latitude=0. longitude=0}	RT @I_am_ludd: @redrumlisa Social mobility is playing capitalism's game. I want to raise my class. not just token individuals who can be us 	no title exists
Lucy at home	Mummy to 2 girls. passionate about using empathy in parenting. top 1% of UK parent blogs | #blogcrush linky co-host. #pbloggers #SAHM #blogger #gentleparenting	GeoLocation{latitude=0. longitude=0}	Have you ever screamed at your kids & thought.  This isn't how I imagined parenting  ? Well gentle parenting could be the answer you're looking for - check out my overview & see what you think... https://t.co/UdVSIiW3Ep #parentingadvice parenttwitter https://t.co/WoS1IMzHH3	no title exists
abisharoselin	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @zanyness: Omg #ShehnaazGill new song with @jassiegill is trending worldwide at no.16!!! This is the power of true fandom!!!! Speed 	no title exists
Jhaydie Kim	TharnType/E X O  	GeoLocation{latitude=0. longitude=0}	RT @DOHgovph: DOH COVID-19 CASE BULLETIN #054As of 4PM today. May 7. 2020. the DOH reports 339 new cases (PH10005-PH10343) of COVID-19. 	no title exists
shrynne	Media Relations - silly by nature. coffee snob/chocoholic. Personal rants and joy to be found here- RTs not endorsements instagram: @shrynne	GeoLocation{latitude=0. longitude=0}	RT @TMclaughlin3: Chinese state media (April): Look at us! We ve won a prestigious award for coverage of the Hong Kong protests. Chinese 	no title exists
ikras   9 days for SPOP S5  |TUYO STAN	header by:@daltonto_vai tomar no cu gay carente te amo:@filhodepeterpanstream @oituyo on spotifynem sempre sdv	GeoLocation{latitude=0. longitude=0}	@perisopph At first it looked like simple lightning but there was like the sound every 30 seconds Btw it stopped lit 5:30	no title exists
Orangeworks	#CreatingExperiences - We are Catalyst Teambuilding UK - Team Building | Team Development | Incentive Events | #GoTeam Treasure Trail Experiences.   	GeoLocation{latitude=0. longitude=0}	Suffering from #QuizFatigue & #ZoomGloom? There s so much more to connecting your team than playing another quiz! Check out our website: https://t.co/nPaE34o4qh or email us at hello@orangeworks.co.uk.Exciting. FUN Experiences await!! #RemoteTeamBuilding #RemoteTeams #WFH https://t.co/nssZQ5fYhH	no title exists
Carl Sullivan	Gemini man. lover of Arts. bionic leg. campaigning against all abuse to those vulnerable...	GeoLocation{latitude=0. longitude=0}	RT @EuroManc: This is just brilliant from led @ByDonkeys ! Please take a look at https://t.co/nbGmFSRw5G The facts are absolutely damning. 	no title exists
PTI North Punjab	(This Is Official Account OF PTI North Punjab) Politics under the Leadership of Imran Khan for #NayaPakistan	GeoLocation{latitude=0. longitude=0}	RT @KamyabJawanPK: Deputy Commissioner Gujrat held 1st meeting with the volunteers of PM Corona Relief Tigers Firce at DC Office and briefe 	no title exists
cpf_taxed	Business owner for a few decades. I make Atilla the Hun look like Al Franken.	GeoLocation{latitude=0. longitude=0}	RT @rexxurection: Sarge's best ever thread.Sarge has worked his guts out for years. with a genuine commitment to trying to work out the t 	no title exists
sowmya rayabandi     	MSD is inspiration   	GeoLocation{latitude=0. longitude=0}	RT @parminder1397: Just look at the number of blue tick and official accounts posting for Shehnaaz's song with Jassie Gill.An engine star 	no title exists
Open Mind - I Think	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @John_F_Kennnedy: https://t.co/OubAsdXGjDWorth remembering.[note: rare 'truth' caught on camera]Q	no title exists
Anushka	the one and only   	GeoLocation{latitude=0. longitude=0}	RT @ThatBrightDude: Me and my friend looking at each other to know if we saw the same thing	no title exists
Be *   #8MUSIC	Idol kpop music and aesthetics    Ult group: SVT *     Enthusiast of: BTS. GOT7. Monsta X. Exo. Shinee. SF9. NCT. Ateez etc Expect some random stuff	GeoLocation{latitude=0. longitude=0}	RT @svtbillboard: @pledis_17jp [#SEVENTEEN JAPAN NEWS] TV  On the 8th of May. at 20:00 PM (JST)~ M-ON! LIVE SEVENTEEN  2018 SEVENTEEN CONC 	no title exists
FB0ScSpQxiT8lhX	memo	GeoLocation{latitude=0. longitude=0}	RT @KinkyAngels: Nils and Helmut are at the top of our popularity list of our current boys (https://t.co/bvwfA9q7mO) https://t.co/oLh4JM3lIT	Freshmen | Freshmen.net
Mickeyyy	Ya boy estupido Sc:mickey1256	GeoLocation{latitude=0. longitude=0}	RT @jayarrives:  Boys only bring dick. lies and stress to the table Y all at the Table: https://t.co/o3SJOk9TJL	no title exists
LB	miss rona is upsetting me and my homegirls	GeoLocation{latitude=0. longitude=0}	RT @TheSun: Gyms 'to stay shut until autumn at earliest' https://t.co/ItgGnOQbdq	no title exists
2NE1PH	2NE1PH is a Philippine-based Fan Club for 2NE1 founded on March 27. 2009. This is our ONLY official Twitter account.	GeoLocation{latitude=0. longitude=0}	RT @GlobalMinzy:  Minzy. who debuted at a young age and experienced a lot of things and suffered a lot. but she's still in her 20s. so ther 	no title exists
The American	Husband. father. 20 yr Army vet. Appreciative of Presidents that keep promises. good horses. good dogs. good wine. and good people. See you on the high ground.	GeoLocation{latitude=0. longitude=0}	@rogers_akiiki @the_resistor @realDonaldTrump Sure bro. My PhD in epidemiology might indicate otherwise. but whatever makes you sleep better at night. Stay frightened. I won t.	no title exists
Davidalokhal	Official 30BG fan-page	GeoLocation{latitude=0. longitude=0}	RT @AsaAsika: Wide awake at 7.53am. I don t have a sleeping pattern anymore  	no title exists
 	i love her lack of energy. go girl give us nothing!	GeoLocation{latitude=0. longitude=0}	RT @MiAmorAlia: White people have been angrily yelling at the police for like 3 weeks now and ain t nobody died. Not even shot. That s how 	no title exists
Jay	KRM  | EMG  | TMC  	GeoLocation{latitude=0. longitude=0}	RT @JeneishaCHarris: The Indianapolis police just murdered another Black man less than two hours ago. He was tased and then shot at least 	no title exists
heather	i m your emotional support clown	GeoLocation{latitude=0. longitude=0}	@mvlhollandrive it was a traumatizing experience.. but at least she did it post-flush	no title exists
Aniram	<no bio>	GeoLocation{latitude=0. longitude=0}	SuperStar BTS App for iPhone - Free Download SuperStar BTS for iPad & iPhone at AppPure https://t.co/yxYdgLtEfA	no title exists
TheDocsOfDoinks	2K PRO AM TEAM REC TEAM PARK GAMES  LITTLE STARTS TO BIG BEGINNINGS! STAY TUNED WERE HERE TO BE GREAT ! ADD @drdoinkious & @G3tBack6angMach0	GeoLocation{latitude=0. longitude=0}	Tryna get a shoutout as a new gamer	no title exists
CARING	R&D wing of Mahajan Imaging focusing on medical imaging. neuroscience and genomics research.	GeoLocation{latitude=0. longitude=0}	Join us for the live webinar at 5pm today https://t.co/7VjKj9f18b	no title exists
Rooster Powlina	Patriot. American (believer in God. rule of law. and personal responsibility). 3B-Nation (beer. bacon. & black-rifles). NRA Life Member. 69  Chevelle.	GeoLocation{latitude=0. longitude=0}	RT @DeAnna4Congress: WHY is Bill Gates putting his creepy hands into EVERTHING right now?!	no title exists
          	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @OprahSide: Me at my funeral making sure that NBA Youngboy is playing like I requested https://t.co/qRPH0u2Bjw	no title exists
SaveThisVideo	Mention @SaveThisVideo to download Twitter videos and GIFs with ease.Sister bot: @GetVideoBot(Made by @Philipofficial9)	GeoLocation{latitude=0. longitude=0}	@victormorenos Yes. Video! At your service:  https://t.co/kftGfiYTgX	no title exists
 Sooyong     	#TOMORROW_X_TOGETHER @TXT_member #BTS @BTS_twt  #bangbangtan7 #TXT_5	GeoLocation{latitude=0. longitude=0}	RT @reduxbts: Just gotten these exclusive chibi Bangtan umbrellas at CU   can t believe my luck that the last two is there like they re wai 	no title exists
The Steve Project	Former European citizen. now solely British by hostile force of law.	GeoLocation{latitude=0. longitude=0}	RT @mikegalsworthy: Around 190 health & care staff have died from Covid-19 in the UK.Germany - 0What is it in other countries? This wou 	no title exists
J-	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @TemptationMari: THEY JUST KILLED BRO FOR NO REASON THEY TAMPERED WITH EVIDENCE AND DELETED HIS LIVE VIDEO THE POLICE OFFICER THAT SHOT 	no title exists
Nazi Nic	Despise the Party of Hate (SNP). Proud UNIONIST and BREXITEER.         ps I hate Nazis.	GeoLocation{latitude=0. longitude=0}	Heres proof the Scottish SUN is no more than a Hollicom daily Rhag.Run a story saying child abuse fc are in top 25 stadiums in the world poll at 24th.Leave out @RangersFC who are in the top 20DONT BUY THE SUN BEARS Keep Voting and share far & widehttps://t.co/E9cCsPZe3Y https://t.co/qidiF4HiQw	no title exists
realAmerican NO KIDS IN CAGES	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @ReesusP: Tarra Reade now admits that the complaint that she supposedly filed in 1993. does not allege sexual assault or even sexual har 	no title exists
                  	Joy : #                  #              #                  |                                                              ..                                   	GeoLocation{latitude=0. longitude=0}	RT @kchartsmaster:  BAEKHYUN (@B_hundred_Hyun)  is now trending at #1 on MelOn search.	no title exists
Ny   	 charming.ny	GeoLocation{latitude=0. longitude=0}	I wanna know what bitch at school just thinks   oh I m going to pull out all the toilet paper and put it on the floor     like wtf	no title exists
Los	makin sammiches / Bowser	GeoLocation{latitude=0. longitude=0}	RT @MiAmorAlia: White people have been angrily yelling at the police for like 3 weeks now and ain t nobody died. Not even shot. That s how 	no title exists
  	                                                                                                                                                  (-_^)	GeoLocation{latitude=0. longitude=0}	RT @Reuters: New York Governor Cuomo makes an announcement at his daily update on the COVID-19 fight from Long Island https://t.co/hwwViwxi 	no title exists
Childhoodstudies@sunderland	A community of practice for anyone studying #childhoodstudies at The University of Sunderland.  Making the learning experience a process not an outcome!	GeoLocation{latitude=0. longitude=0}	Fantastic place to study and every team within the faculty are supportive!	no title exists
  Video XXX   10k   	Rts for Rts Any time   I need 2 Rts daily	GeoLocation{latitude=0. longitude=0}	RT @TryClassy3:  Wow... what a powerful Massage Gun!  I can enjoy the deep tissue massage and relaxing at home!  Get yours now  https://t. 	no title exists
BSPD	We aim to ensure that all children receive high-quality and accessible oral health care in the UK. http://www.facebook.com/bspduk Check out @bspdconf	GeoLocation{latitude=0. longitude=0}	Thanks Simon - and we think #Supertooth a star in the making too! Lucky to have the voice of lovely @gemmaoaten	no title exists
 	de aries como renjun | me banearon en @ilytinany toy ac  x mientras	GeoLocation{latitude=0. longitude=0}	RT @kchartsmaster:  BAEKHYUN (@B_hundred_Hyun)  is now trending at #1 on MelOn search.	no title exists
Dermot Keaney	Passionate Remainer	GeoLocation{latitude=0. longitude=0}	RT @mikegalsworthy: Around 190 health & care staff have died from Covid-19 in the UK.Germany - 0What is it in other countries? This wou 	no title exists
The Socialite	VSU   Living Legend	GeoLocation{latitude=0. longitude=0}	The feds	no title exists
K A K A Y  	Proverbs 4:23!  	GeoLocation{latitude=0. longitude=0}	RT @beamaye_: no one's ready for sy 2020-2021. online classes? simpleng upuan at mga libro di niyo nga kayang ibigay sa public schools. how 	no title exists
 K vinL 	          /  	GeoLocation{latitude=0. longitude=0}	RT @a_roach06: Up at almost 2 am https://t.co/YY3Qevtwaj	no title exists
Reginald Banks	Moderate Democrat. Steelers.  & Georgia Bulldogs fan.	GeoLocation{latitude=0. longitude=0}	RT @gregpmiller:  In normal times. nepotism is merely corrupt. But at a moment such as the nightmare that we are all living through. it can 	no title exists
Campus Gloryhole	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @gloryhole408: Another horny married guy at the gloryhole. He gets really worked up and shoots so much      #gloryhole #cumshot https:// 	no title exists
GayPatriot. maybe	King of the Homocons. Married to @JCinQC. Put on this Earth to expose hypocrisy and destroy Socialism. Don t vote with your body parts. it s gross.	GeoLocation{latitude=0. longitude=0}	RT @Neoavatara: As long as you admit everyone that uses the subway in NYC is. also. a grandma killer.Everyone can play this game! Its fun 	no title exists
han	neuroscience @ bristol uni  	GeoLocation{latitude=0. longitude=0}	@ellieerogerson tbf unless we re gonna stay in lockdown for 18 months-2years until we develop a vaccine then there s going to be a second peak. Also the longer we stay here the worse the recession will be & the more vulnerable ppl are at risk from other stuff like MH related	no title exists
TomFoolsFavorite2  0       1      1      	off my meds don't tell anyone	GeoLocation{latitude=0. longitude=0}	Stop dead in my tracks and ask myself and outloud if anything was there. After moving to the third light and looking up at it fearfully did it turn off and there did they show me in all their glory their form. Its unlike anything ive ever seen or ever will.	no title exists
ChocolateSouffle	I retweet pictures and gifs I like. both SFW and lewd. both 2D and real girls and maybe a guy if you're lucky.	GeoLocation{latitude=0. longitude=0}	Check out my broadcast from my PlayStation 4! #PS4live (Skyrim)  live at https://t.co/0w3vivcfB9	no title exists
    NO.52  ( ' ^ ' )  	ONLY EXO        	GeoLocation{latitude=0. longitude=0}	RT @kchartsmaster:  BAEKHYUN (@B_hundred_Hyun)  is now trending at #1 on MelOn search.	no title exists
M !	Talk about low budget flights! No food or movies?!              I'm outta here!!	GeoLocation{latitude=0. longitude=0}	RT @ilyas2xx: X   A-12 first time at the club be like https://t.co/Vm3ugip4a2	no title exists
Joselito gt   	Soy de Guatemala    Soy sordo (deaf)  	GeoLocation{latitude=0. longitude=0}	RT @zacsmith_94: Tik tok come at meLiving I m my @jj_malibu shorts -#alphamale   #muscle #fit #backflip #tiktok #boss #flip #abs https:/ 	no title exists
eight	multifan & rant account so bear with me pls  	GeoLocation{latitude=0. longitude=0}	RT @repslover13: Imagine Only The Young winning Best Song Written for Visual Media and Miss Americana winning Best Music Film ... we would 	no title exists
ZUHA	My baby Umar and Anuar     	GeoLocation{latitude=0. longitude=0}	RT @JuiceKing5x: The whole world can hear you opening this at night https://t.co/0HA82ySjkV	no title exists
morgan mbila	writer.loves dancing and adventures	GeoLocation{latitude=0. longitude=0}	@MobilePunch Why are they interceoting them at Niger.... You people should not make that place unbearable for people leaving there... Intercept them back to where they are coming from!!!	no title exists
PreciousPearl420  	Happy Soul  .... #Megacy I'm all about    ....   into my world get to know the real me. #Mmemberville Member  	GeoLocation{latitude=0. longitude=0}	RT @Sbonza_Mz: I once showed up at work with a jean like this. those ladies teased the hell out of me. Even today haven't recovered.      h 	no title exists
bra jafta.	Picasso baby.	GeoLocation{latitude=0. longitude=0}	RT @MabasaRodney: Nyooooovest     @casspernyovest  will be performing on @JOOXSouthAfrica  tomorrow at 20:00 make the date.Here's the lin 	no title exists
Apreel beauty	BeautpreneurBridal Parties  ShootsMakeup Lessons -08081928139  -@apreelbeautyIG @apreelbeauty_mua tiktok- apreelbeautyPR - apreelbeauty@gmail.com	GeoLocation{latitude=0. longitude=0}	RT @seyiamakinde: Today. we were at Igbo-Ora. Ibarapa to flag off the distribution of palliatives to 90.000 poorest of the poor households 	no title exists
Amartya Tashi Mitra	Zoologist. Artist | Environment and climate conscious   | MRes Biodiversity. Evolution and Conservation student at UCL | http://instagram.com/binturong986	GeoLocation{latitude=0. longitude=0}	RT @Yuvan_aves: At the peak of the pandemic @moefcc has cleared over 6270 acres for projects in NPs. WLSs and other protected areas over 'z 	no title exists
Andy Mellor MCCT	Lead for outstanding Blackpool teaching school. National wellbeing director for schools advisory service. PNE fan and NAHT National Immediate Past President.	GeoLocation{latitude=0. longitude=0}	RT @rob_kelsall: Wow - over 3  0  0  0   school leaders set to join the biggest live conversation of school leaders tomorrow evening at 7pm 	no title exists
Deva Puri Goswami	I believe in God	GeoLocation{latitude=0. longitude=0}	RT @MunnaKu19883505: RSS has always been at the forefront in extending crucial help whenever there was a disaster anywhere in the nation.mk 	no title exists
Mary Chandrakanth	A full time loving mother who never run out of energy. Plus a passionate tour consultant. love creating unique travel plans. Staying fit and happy  	GeoLocation{latitude=0. longitude=0}	RT @JannaviRaghu_93: When everything was going fine - Tourism. the happiest sector in the country generated more income. It is time to save 	no title exists
Martin HURST	trustee and coach of heroes on the water uk .Chester FC and Whitehaven RLFC fan. 44th season of senior cricket . knees protesting loudly	GeoLocation{latitude=0. longitude=0}	@jonatha55411744 @NadineDorries Could have voted Labour . and seen how much worse it would be . To give you an idea look at Wales. Absolute shambles . makes U.K. gov look efficient	no title exists
ACEP	The Association for Comprehensive Energy Psychology is the world s largest EP certifying organization. Our 501c3 promotes research. training & humanitarian aid.	GeoLocation{latitude=0. longitude=0}	How can energetics and light help heal trauma? Learn from best-selling author @CyndiDale at 22nd International Energy Psychology Conference. May 14-17. 2020. https://t.co/tFNGmmTJul Online via livestream!	no title exists
Avinash	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @barandbench: When freedom of press. a fundamental right is at stake. higher judiciary is obliged to exercise not only its inherent powe 	no title exists
Flipper. Jyoti bhati	Cuteepiee	GeoLocation{latitude=0. longitude=0}	RT @parminder1397: Just look at the number of blue tick and official accounts posting for Shehnaaz's song with Jassie Gill.An engine star 	no title exists
XxXheart_brokenXxX	XxXcome here with an open mindXxX	GeoLocation{latitude=0. longitude=0}	@letmepopmyshit3 Y all are sad seriously at this point   like she s not doing anything wrong	no title exists
Raghul Rakesh	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @dsureshkumar: Tipplers lined up near a TASMAC liquor shop at Kadambathur in Tiruvallur district on Thursday. Video : B.Jothi Ramalingam 	no title exists
Dd	<no bio>	GeoLocation{latitude=0. longitude=0}	Super excited for gills#KehGayiSorry	no title exists
  Kim JongD. 	 EXO-L | DARLING|   |K+L+M=1	GeoLocation{latitude=0. longitude=0}	RT @kchartsmaster:  BAEKHYUN (@B_hundred_Hyun)  is now trending at #1 on MelOn search.	no title exists
NOT A SHEEP	Muslim Wits Geologist Bookworm Coffee addict Muscle car maniac Pine on my pizza Elachi in my tea	GeoLocation{latitude=0. longitude=0}	RT @ShallowWaterRes: As #LockdownSA   continues. with no boats & bait collectors. #fish and #bird activity has increased in #estuaries. At 	no title exists
rr	5th Powerpuff Girls	GeoLocation{latitude=0. longitude=0}	RT @belleyongg: Shoutout to all my friends who don t get mad at me for replying their texts 20+ hours later even when I am constantly posti 	no title exists
riana	fan account of Stray Kids.	GeoLocation{latitude=0. longitude=0}	RT @kchartsmaster:  BAEKHYUN (@B_hundred_Hyun)  is now trending at #1 on MelOn search.	no title exists
               	                                                                                                                      	GeoLocation{latitude=0. longitude=0}	RT @njpwworld: LIVE this weekend!Join a #CHAOS Roundtable discussion on https://t.co/Tj7UBJ4PjPWhat's on the agenda?We'll have to fin 	no title exists
musical_cookie    	Truth. light. liberty. Mama. wife. teacher. Q & Q+ are bringing back hope for humanity.  A man convinced against his will is of the same opinion still. 	GeoLocation{latitude=0. longitude=0}	Worth a look at least... 	no title exists
3 owls in a trenchcoat  	he/him | ao3 Itch | trans | erithacus | 21+ | https://ko-fi.com/itchao3 -- if you enjoy my content	GeoLocation{latitude=0. longitude=0}	RT @hammerings: being an artist online is all fun and games until you have to rush art to catch a trend. post at a very specific timeframe. 	no title exists
Jhansigirl	The great enemy of the truth is very often not the lie deliberate. contrived and dishonest but the myth persistent. persuasive and unrealistic.JFK#Resist	GeoLocation{latitude=0. longitude=0}	RT @RealNewsSeeker1: @funder @PressSec As of Wednesday the USA now at 1.216.572 cases. 71.982 deaths and growing. Still only 2.3% tested an 	no title exists
barbara johnston	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @TerryGlavin: I'm hearing from Liberals. even. that Canada's at odds with the US. Australia. the EU et. al. in its uniquely weird uttera 	no title exists
      	                          .	GeoLocation{latitude=0. longitude=0}	RT @lunartsukki: furudate s known to not do anything without reason so i therefore conclude. with the data at hand that. kuroo and oikawa W 	no title exists
Magic In APRIL  |  	Hard or Soft. I can be BOTH. I rant and scream about txt on daily basis. keep scrolling. Let's be friend Main : @PurpleUniV	GeoLocation{latitude=0. longitude=0}	RT @txtbestboyss: MOA! don't forget to collect stars. chamsims and voting points! I know we all want to see Soobin looking at their trophy 	no title exists
Old Git	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @LotusOak2: In 1999 the CDC. NIH. FDA all knew that kids who received the HepB #vaccines at day 1 of live had an increased risk of 1135% 	no title exists
Nifty_Trader	8 years in market. New On twitter. Calls are for educational purpose only. Intra-Day. Positional. Future/Option/Cash.	GeoLocation{latitude=0. longitude=0}	support at 9195 gets stronger for the day....hard to break	no title exists
Shehnaaz Gill Fan	Following shehnaaz gill everywhere	GeoLocation{latitude=0. longitude=0}	RT @pakkudeepuxxx: Unbelievable!! Worldwide trending at 16!!!#KehGayiSorryCongrats #ShehnaazGiIl @ishehnaaz_gill @jassiegill#Shehnaazian 	no title exists
Sreekala Kamalanandan	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @HyvGujarat: Similar to the RSS. its affiliated organisation. Sewa Bharati. has also been working relentlessly. extending a helping hand 	no title exists
Rohit Vfc	Die Heart fan of #Thalapathyvijay    #ThalaDhoni  #Ronaldo  Backup I'd @RohitVj6	GeoLocation{latitude=0. longitude=0}	RT @prakash_kl_ibt: Watch the Dubbed Kannada version of @actorvijay Blockbuster movie #Bigil at 6.30 pm on Udaya TV. #BigilinKannada https: 	no title exists
Anthea Cree	Cinical research fellow in adaptive radiotherapy for cervical cancer using MRI working at the Christie (opinions my own)	GeoLocation{latitude=0. longitude=0}	RT @silv24: Starting to get a bit stressed that the tide has turned and people seem be forgetting that we are still well and truly in a pan 	no title exists
aly	aquarius     leo     leo     	GeoLocation{latitude=0. longitude=0}	baked at 375 degrees for golden and crunchy on the outside. and chewy on the inside. 10 to 12 minutes.	no title exists
Steve French	amore? no grazie!   mochilera         	GeoLocation{latitude=0. longitude=0}	RT @jaanaaynaay: Didn t meet my soul mate in college so where tf am I supposed to meet them at? WORK?  The CLUB????? Bitch FAT TUESDAY????! 	no title exists
Alex Stahl	Programmer. Nerd. Trans (he/him) schr dinger-sexual. madly in love with @acamsammich DMs open	GeoLocation{latitude=0. longitude=0}	@abbyg_plays So. Laviticus. is that like the patron Saint of bathrooms? These people need to keep reading. though. Leviticus 19 is where it's at.	no title exists
Julie Elizabeth   	Retired from beloved #NHS. Lover of outdoor life. history+fine dining. Books. wine + family. Scots/Irish          	GeoLocation{latitude=0. longitude=0}	RT @rickygervais: Because so many of you watched #AfterLife2 so quickly and made it Number 1 again. the nice people at @Netflix have sugges 	no title exists
Melissa	Radio Producer-The Scholars' Circle. #StrongerTogether #MeToo#CripTheVote Disabled. Trauma Informed. Jewish.1999-2011-KPFK's FemMag CoHost. Sr.Producer	GeoLocation{latitude=0. longitude=0}	RT @joseiswriting: My friend @JoyAnnReid moderating a conversation w/ @nhannahjones. @jonmchu. @prabalgurung and @franklinleonard about sol 	no title exists
.	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @eastrnrebellion: Took this at 5:43am. no filter https://t.co/tn0PVhNbWg	no title exists
T        2          	      Don't follow me because I don't even know where I'm going.    	GeoLocation{latitude=0. longitude=0}	RT @rohini_sgh: Shame on you @BJP4India. Such vile things are being said about an expectant mother by your party office bearers. Is this ac 	no title exists
OceanStar    	22. Female Music Major. class of 2020. Loves making art. Dating @HomuraTheBest. Art tag is #oceanart #nervousbirbart	GeoLocation{latitude=0. longitude=0}	RT @belvont: me age 6 staring at the hamsters at petco https://t.co/NIkPhqpcY3	no title exists
         	  /    Theatre loving video editor working @uniofnottingham and freelance. Stammering series called #MoreThanWords         hello@falcoreonline.com	GeoLocation{latitude=0. longitude=0}	RT @stammer: We've made a new video 'Should I be worried that my pre-school child is #stammering?' Filmed at home by our lovely Programme L 	no title exists
Nas   | Fiat notice me pls   	Fan Account Dedicated for: FIAT PATTADON   MewGulf   TayNew   Peraya   SaintZee   BrightWin  	GeoLocation{latitude=0. longitude=0}	RT @fluffygulfy: When you re kpopers but raikantopeni at the same time~~~ 555555 https://t.co/qJMf22scUs	no title exists
Bharti Airtel India	The official customer support page for Airtel India.	GeoLocation{latitude=0. longitude=0}	@DobriyalRitwik Hi! As discussed. I m currently reviewing your account information with my team. and look forward to working with you to resolve this in DM at the earliest. Thank you. Sadhana	no title exists
                  	JO1 ARE MY SONS  AU(maybe. still working on it tho )                	GeoLocation{latitude=0. longitude=0}	RT @jo1_daily: [ ] 200507 N   (TBS)They introduced  JO1 1ST FANMEETING at PACIFICO YOKOHAMA  video released on YouTube. They mainly featu 	no title exists
beautybyher.co	local beauty product ! DM to purchase order or can click this link  http://www.wasap.my/60179853616/beautybyher.co	GeoLocation{latitude=0. longitude=0}	Hai guys ! Look at this lovely ! You guys can purchase for mother s day punya awal awal tau before sold out !!     https://t.co/29kgBC1syD	no title exists
obi-wan s crunchy beard lice	#OBIWAN: get your geek on	GeoLocation{latitude=0. longitude=0}	@sapphicsoka at least you love me <3	no title exists
Jeeva	dhanush fan      	GeoLocation{latitude=0. longitude=0}	RT @Hkr55967237: Celebrities List for #18YearsofDhanushism will be announced today at 6PM @DhanushTrends	no title exists
